mmsi,lat,lon,tradetype,callsign,hdg,trail,laststa,lastdyn,imo,satelliteutc,type,left,length,matchtype,draught,dest,width,name,cog,rot,navistatus,cnname,source,sog,eta,shipid
412286053,38324422,117788527,1,0,51100,130,1639095269,1642396052,0,0,30,30,270,1,0,,60,JIHUANGYU 01016,25070,5,0,冀黄渔01016,0,0,,3A0E164A96DF4B8C
412286319,38301922,117824500,1,0,51100,150,1636178573,1636177859,0,0,30,20,300,0,0,,50,JIHUAGNYU 32592,29690,0,15,,0,566,01-01 00:00,6E704F2B6F4893D6
412286335,38441850,117600525,1,0000000,51100,110,1635732834,1637381389,0,0,30,30,240,1,0,,50,JIHUANGYU YUN 01579,26890,1071,0,冀黄渔运01579,0,2418,,E8E07F239E85D8F4
412286495,39019994,117793644,1,0000000,51100,110,1640052223,1643450989,0,0,30,30,300,1,0,,60,JIHUANGYUYUN 06028,19560,0,0,冀黄渔运06028,0,360,01-01 00:00,9216E69FE28DD7A7
412287003,38581471,117573989,99,SEAB,26700,50,1624224812,1624242469,545391110,0,30,10,100,0,7000,"HUANGHUA,CN",30,JIHUENGYUYUN 06072,26770,0,15,,0,3241,04-25 17:00,CE9DE312D14ECE31
412287017,38491231,118030835,99,KLXHH,30000,60,1642807681,1642839093,0,0,30,20,120,1,0,,40,JIHUANGYU 01338,30010,0,0,冀黄渔01338,0,4784,01-01 00:00,12964F57BD51F643
412287076,38479683,117953154,1,SFBB,23700,60,1638623348,1642983909,0,0,30,20,130,1,0,,40,JIHUANGYU 043 5,23330,0,0,冀黄渔0435,0,3704,01-01 00:00,E30597476D984F96
412287086,38307896,117819534,1,KLXH,51100,50,1638939134,1643241822,0,0,30,20,110,1,0,,40,JIHUANGYU 04547,24190,0,0,冀黄渔04547,0,2829,01-01 00:00,AAEC7288577BC714
412287188,38276855,117865877,1,KLHH,5100,50,1611644242,1641953858,0,0,30,10,110,1,0,,30,JIHUANGYU 30507,5140,1071,0,冀黄渔30507,0,3601,01-01 00:00,30870038414673EC
412287201,38978764,117723066,99,FT141,34200,70,1636100884,1640525386,0,0,30,20,150,1,0,,40,JIHUANGYU 30699,34210,0,0,冀黄渔30699,0,4373,01-01 00:00,2A7D1B98198B572D
412287331,38275438,117838333,1,FT141,8500,100,1639974833,1642494765,0,0,30,30,220,0,0,,50,JIHU NGYUYUN 00265,8360,1071,0,,0,875,01-01 00:00,42012D923F9ACA2D
412287337,38957503,117699233,1,0000000,12700,110,1641873797,1643014319,0,0,53,20,140,1,0,,40,HUANBOHAIHUANBAO2,12750,0,0,环渤海环保2,0,154,,E331E0710855AD35
412287429,38405290,117928795,1,SGBB,6200,100,1643347531,1643347949,0,0,30,30,230,1,6500,"TIANJIN,CN",50,JIHUANGYUGONG 05162,6380,476,0,冀黄渔供05162,0,1183,02-22 10:00,AB88C41587E4957E
412287466,38514421,117665375,1,KLHH,27800,70,1639901397,1639903080,0,0,30,20,150,1,5000,"HUANGHUA,CN",40,JIHUANGYUYUN 02589,27820,1071,0,冀黄渔运02589,0,4013,01-30 15:00,843B3559504FEC02
412287589,38577840,117748680,99,GHGGHGH,26200,120,1618036567,1618070429,0,0,30,30,340,1,0,,60,JI HUANG YU 05169,26250,0,15,冀黄渔05169,0,1749,,D54F3E13D1681AC0
412287679,38969340,117881945,99,,51100,40,1590834981,1637412300,0,0,53,20,140,1,0,,40,JIRENYU00048,10450,0,0,冀任渔00048,0,3601,,D651D82EEF054CA2
412287726,38323118,117845944,99,06685,24400,150,1636690293,1641457550,0,0,30,30,320,1,0,,60,JIHUANGGANGYU 06685,24440,0,0,冀黄港渔06685,0,463,,1B1F23E388D829AB
412288517,39031251,117857700,99,SICB,51100,100,1634613808,1641753713,0,0,30,30,260,0,0,,60,JIBAYU 05030,12880,0,0,,0,39509,,7FEAA9091D55D0DC
412288582,38910022,117797820,1,04039,24700,70,1636182648,1643160455,0,0,30,20,150,0,0,,40,JIRENYV00046,24700,0,0,,0,154,,C6E880A9650C792D
412288602,38464260,117599625,1,M33C,27300,60,1636460686,1636504639,0,0,30,20,130,0,0,,40,JI WEN YU 04062,27370,0,0,,0,51,,DAC0E484AF2551AD
412288648,38835252,117695847,99,05053,51100,60,1638583528,1643508347,0,0,30,20,120,0,200,"SHENZHEN,CN",40,JIBAYU05053,23660,0,0,,0,3550,09-17 00:00,3EA16BCC1C7A0C2C
412289851,38967455,117709208,99,YR0,33800,100,1630486373,1643537594,0,0,53,20,140,1,0,,40,HUANBOHAIHUANBAO1,33860,0,0,环渤海环保1,0,1389,,91E6FD23799B1F6A
412300013,38378779,118048716,99,0013,6700,270,1642276092,1643336185,0,0,218,20,420,0,2300,PGMGTAMGDJ!>,70,HJ00013,6180,0,0,,0,8900,01-01 01:01,EE02BF68A10D9805
412300264,39015259,117756936,1,02014,51100,60,1643381528,1643511470,0,0,30,20,170,1,0,,30,JINTANGYU02014,0,0,15,津塘渔02014,0,0,,BA6227721D484303
412300271,39002284,117744779,99,02021,51100,50,1642045488,1643624137,0,0,30,20,160,1,0,,30,JINTANGYU02021,0,0,0,津塘渔02021,0,0,,611F284B8E82509A
412300282,38936771,117678166,99,02037,51100,70,1633090208,1641965316,0,0,30,20,200,1,0,,30,JINTANGYU02037,0,5,0,津塘渔02037,0,0,,E9380DBEE00F20E2
412300291,38951865,117694855,99,02089,51100,70,1641282388,1643509800,0,0,30,20,260,1,0,,50,JINTANGYU02089,5080,0,0,津塘渔02089,0,0,,51EBDE65A79F6CF7
412300360,26400677,119727000,1,62360,51100,270,1643157837,1643624785,0,0,70,60,970,1,3500,"TAIZHOU,CN",160,HUI YANG 999,5520,0,0,汇洋999,0,0,03-13 22:00,9814047938248E53
412300417,38927224,117689544,1,02168,32100,70,1635436854,1642841974,0,0,30,20,220,1,0,,30,JINTANGYU02168,32140,0,0,津塘渔02168,0,823,,5D2CB285CC6839EC
412300468,38921956,117814497,99,03758,51100,40,1611354798,1643448206,0,0,30,20,110,1,0,,40,JINTANGYU03758,0,0,0,津塘渔03758,0,0,,DEB8BC67145DE7D3
412300528,38887920,117818858,99,03816,51100,100,1639403105,1643077285,0,0,30,30,300,1,0,,50,JINTANGYU03816,0,0,0,津塘渔03816,0,154,,B01225AD834E9597
412300940,38882405,117767382,99,BFLA,7100,290,1636847236,1636847218,0,0,0,210,1900,0,10500,TJTANGGU            ,320,YOUYIHAO,22260,0,5,,0,0,11-21 00:15,0FEC121DC035C7B3
412302040,20500377,109738045,99,BFET,51100,230,1643054016,1643154585,0,0,70,60,860,1,3500,"ZHANJIANG,CN",130,PENGWEI 6,33700,0,0,鹏伟6,0,4784,01-26 10:00,9D4B765B4DF41346
412302660,38946395,117675841,1,BOCV5,0,210,1635604274,1640917243,0,0,50,30,310,0,2100,,60,YUAN JIAO ER HAO,0,0,0,,0,0,01-01 00:00,75701A03E3CEE76F
412302910,38925021,118430286,99,,32700,110,1576151697,1639980778,0,0,85,40,530,1,0,,90,JIMAO9,31990,-1144,0,济茂9,0,0,,CDD621541DEEE4C6
412303050,39016755,117750365,1,PC,51100,110,1642947987,1643624191,0,0,80,40,480,1,4300,"TIANJIN,CN",90,SHENGHAOHUANBAOYOU5,28660,0,0,盛灏环保油5,0,0,04-14 06:00,8F87DAF71AACD45A
412303320,38944809,117681410,1,D,18600,400,1643353701,1643624272,0,0,80,40,490,1,3500,"TIANJIN,CN",90,SHENGHAOHUANBAO 1,18670,0,5,盛灏环保1,0,0,01-28 18:00,4646F7FCB04905C6
412303550,38939979,117704596,1,BOMC8,11500,60,1642866494,1643624587,0,0,83,40,450,0,2500,"TIANJIN,CN",90,HUANBOHAIHUANBAOYOU3,11580,0,5,,0,0,08-06 17:20,5AF56AA8A59E4DD2
412303850,39026240,117756737,1,6,1200,130,1643546749,1643624641,0,0,80,50,530,0,3400,"TIANJIN,CN",90,LIANZHONGYINGJIYOU6,670,0,0,,0,0,01-30 20:55,EC8832D66EEB56E3
412325685,37287930,118884290,1,60078,25500,100,1640673440,1641371400,0,0,30,30,280,1,4400,,60,LUSHOUYU60078,25550,0,0,鲁寿渔60078,0,3035,12-10 12:00,BE22A228EC962D69
412326210,40312078,122131705,1,BCDR,51100,120,1643606159,1643624749,0,0,70,40,920,1,5600,"HUANGHUA,CN",140,QIAN HANG,27320,0,5,千航,0,0,01-31 13:05,D1D264A6328AC93A
412326550,37309887,122592704,1,BQFW,1000,260,1642936277,1642943187,0,0,70,80,1060,1,3200,YAN DUN JIAO,160,JIAHE118,0,0,5,嘉禾118,0,0,01-23 11:00,C3F6A7A261173834
412356470,31983865,120155202,1,BOPE2,26900,250,1643616232,1643624876,0,0,70,110,1470,1,8400,"JIANGYIN,CN",210,JIN TAI 998,36000,0,1,金泰998,0,103,01-29 23:35,A52973A29C5A991B
412345087,38305605,117828005,1,06685,51100,100,1636761704,1641457815,0,0,30,40,500,1,0, ,80,JIHUANGGANGYU06685,250,0,0,冀黄港渔06685,0,514,01-01 01:01,F14F3FE085DE5EE1
477818000,38953377,117738177,1,VRWR7,35600,280,1643440990,1643624838,9014066,0,70,170,1990,0,8500,"TIANJIN,CN",300,SAGA CREST,26050,0,5,,0,0,01-30 08:00,508DC86636D7C448
413436160,38936315,118454782,1,BLAO7,14500,210,1643603944,1643625005,0,0,70,130,1390,1,5000,"CAOFEIDIAN,CN",200,GUANG TONG15,34350,0,5,广通15,0,0,01-30 19:30,79E86B3DDC52A26F
412356360,39015781,117794488,1,BHKA,1400,120,1643574440,1643624489,0,0,80,50,690,1,3500,"TIANJIN,CN",130,JINYUANYOU 12,34970,0,0,金源油12,0,0,01-10 07:00,4C09003B73A1EBB3
477978300,39184835,118966366,2,VRKM9,8300,190,1643585622,1643624965,9658173,0,70,160,1210,1,5200,"CN TAS   ""BBBBBBBB",220,RUN DONG 2,4940,0,5,润东2,0,51,01-29 08:00,883A150B58598271
413205160,38942720,117719145,1,AR,29900,130,1642170036,1643624319,0,0,81,40,540,1,3800,"TIANJIN,CN",90,LIAOTONGYOU 6,29900,0,0,辽通油6,0,0,12-20 12:00,10A36B2294F2520F
413378000,39129860,118590460,1,BVFF5,11700,250,1643587867,1643624844,0,0,100,110,1150,1,5000,"CAOFEIDIAN,CN",160,XIN HUA 805,4020,0,5,新华805,0,0,01-29 14:30,E6A705FE27F79023
412376630,39009813,117739083,1,BITX,3100,530,1643568072,1643624770,0,0,52,20,690,1,5100,"TIANJIN,CN",140,SHENG XIN FA,34700,0,5,盛新发,0,0,01-28 17:00,889A7E7A54C7FD9F
538004342,27966447,122211880,2,V7WM9,20500,290,1643350980,1643623135,9585326,0,79,130,1900,0,11700,"SINGAPORE,SG",320,LMZ PLUTO,20700,0,0,,0,6070,02-08 04:00,7B36FC8754432553
412379990,38928251,117697738,1,BIBD7,51100,430,1642594375,1643624766,0,0,54,50,490,1,3500,"TIANJIN,CN",90,YI HANG 019,13120,0,5,易航019,0,0,12-21 08:30,63C0C61B9A9FC1B9
412429490,31751954,121191871,1,BKSP2,31300,180,1643612347,1643624890,0,0,90,90,1280,1,8100,"CHANGSHU,CN",180,ZHOU HAI DA 16,6710,0,1,舟海达16,0,0,01-31 16:00,3DEA8D442AE0FBAA
412208770,40256873,122064665,1,BSAW,51100,140,1643616266,1643624499,0,0,52,60,370,0,5400,"BAYUQUAN,CN",110,XIN BEI FANG LIU HAO,7500,0,5,,0,0,01-09 07:00,0AD76D46F5EED5BC
412303840,39021770,117781183,1,BOES7,20700,160,1643405760,1643624622,0,0,53,40,460,0,3000,"TIANJIN,CN",80,RUN YUAN 168,20770,0,5,,0,0,01-28 12:20,92AEE3D4F5836FEE
412457872,22628399,114438205,99,,51100,0,0,1530887355,,0,0,0,0,0,0,,0,,2270,0,1,,0,0,,5220858B5CEE8929
538002657,30632451,123368686,2,V7EQ5,18100,300,1643440950,1643624401,9266190,0,70,300,1900,0,8000,"MANILA,PH",320,OCEAN SMOOTH,18200,0,0,,0,6636,02-04 09:00,241A5ED0F865777E
412474710,38953500,118001706,1,BOGF4,32600,110,1643541687,1643624853,0,0,80,50,960,1,3500,"TIANJIN,CN",140,HAI FENG YOU 18,19200,0,1,海丰油18,0,51,01-28 08:00,C202E6E7A55EA219
412480170,28663122,121339167,1,BOBZ6,51100,150,1630795319,1642993027,0,0,0,60,850,1,5500,"TAIZHOU,CN",130,TAI YUAN 1,15670,0,0,泰源1,0,0,08-01 18:00,7FDDD6B096CE60B0
373553000,39149304,118616682,2,3EYI3,29600,100,1643588873,1643624866,9471666,0,70,90,1900,0,10700,"CAOFEIDIAN,CN",280,M CONFIDANTE,0,0,5,,0,0,01-22 23:00,169B5CA769E98E32
412521980,40253284,122060877,99,856V,51100,230,1627885528,1627884625,0,0,52,60,380,1,4800,BAYUQU              ,110,BEIFANG2HAO,16470,0,5,北方2,0,0,03-30 09:00,A00E0C0E7E444CBF
412522288,21066831,109024498,99,123456,51100,160,1632663517,1632663282,0,0,30,40,360,0,0,,70,688,8160,0,15,,0,1338,01-01 01:01,68F1BEECBA520067
538008508,12793446,120358484,2,V7A2445,16200,310,1643617438,1643625010,9867152,0,70,110,2290,0,7500,"YAMBA,AU",320,JY SHANGHAI,16030,0,0,,0,7820,02-09 09:00,06CCC20B3C05E69C
412550860,22487206,113254078,1,BUOB,19300,220,1643189402,1643309093,0,0,70,80,970,1,3800,"JIANGMEN,CN",160,XINCHENRUI,0,0,5,新晨瑞,0,0,01-23 17:00,A9BA15E354EFEB92
412592390,39233903,119024308,1,BERZ4,35100,260,1643577992,1643624580,0,0,70,110,1560,1,5200,"JING TANG,CN",230,TAI HE RONG,0,0,5,泰和荣,0,0,01-31 05:00,2A58DBE0848D44A5
412592000,29135678,118393055,2,SVY,12200,100,1616615125,1619350698,1111111,0,70,40,480,1,5500,"JIANGYIN,CN",80,JIN HONG 22,12260,5,0,金虹22,0,37863,01-18 17:35,97F9B879433F87F9
413324930,38930921,117706715,1,BCDP6,35100,250,1643503079,1643624965,0,0,79,60,1470,1,5000,"TIANJIN,CN",210,HUIYING199,27300,0,5,惠盈199,0,51,01-28 11:00,159A8FDBD5B811B2
413695030,26287990,119889643,1,BVFM7,5500,220,1643285132,1643624963,0,0,70,160,1410,1,7900,"GUANGZHOU,CN",200,XINGHUI1,29000,0,1,星辉1,0,206,01-31 21:00,184072B7D8096199
412206490,38901251,118439596,1,BAMZ,32900,200,1643515476,1643577315,0,0,70,80,970,1,5100,"CAOFEIDIAN,CN",160,JIN HENG HAI,36000,0,5,金恒海,0,0,01-30 14:30,290CDBE3756814EA
412553710,35729866,122203850,1,BEFM,21800,220,1643582631,1643623237,0,0,70,70,970,1,5800,TAI ZHUO    ,160,HONG SHENG 228,21500,0,0,鸿盛228,0,4836,02-03 08:00,F3584B8BC3C5BF75
412650000,39006495,117784364,1,BTLT,34700,230,1643412633,1643624589,9073189,0,80,40,870,1,4800,"TIANJIN,CN",120,JIN YOU 5,31250,0,5,津油5,0,0,01-29 09:00,D64F7C9F8651CCC4
412665136,38990843,118514013,99,,14900,0,0,1614791872,,0,0,0,0,0,0,,0,,9130,0,0,,0,206,,A203375F51AB30F5
412703530,25336256,119387949,1,BVKM8,51100,150,1643608898,1643624210,0,0,100,100,1150,1,6100,J M                 ,160,RONGHAI57,36000,0,1,荣海57,0,0,01-30 17:00,11FFA7B4AFD260C4
412704190,38364256,117879668,1,BVJI5,22900,220,1643622859,1643624579,0,0,100,110,1570,1,6200,"HUANGHUA,CN",210,BAO AN CHENG 89,25970,0,5,宝安城89,0,0,01-31 18:00,BA6C7811AD8B3017
412738998,38531694,117704325,99,HH,21900,40,1642304076,1642806912,0,0,30,20,220,1,12000,"SHANGHAI,CN",50,JIHUANGYUYUN00611,21950,0,0,冀黄渔运00611,0,2264,12-25 13:41,1B265D69052B225F
413355710,35856590,122824540,1,BHPQ,17900,200,1643562317,1643606828,0,0,70,130,1350,1,7800,"CHANGJIANGKOU,CN",220,SHUN KUN 6,17400,0,0,顺昆6,3,3704,02-02 06:00,4509350029424CB6
413244490,38939706,118263559,99,BOJU4,6900,100,1643567468,1643053619,0,0,80,50,530,1,2200,"CAOFEIDIAN,CN",90,ZHONGHAIYOU66HAO,6840,0,0,中海油66,0,3910,01-24 20:15,4AC2261562E3E6EA
351113000,36748690,123130723,2,3EWW4,19600,260,1643615290,1643622349,9237280,0,70,140,1720,0,9600,PORT KLAND,270,UNIVERSE WEALTHY,19100,0,8,,0,5402,02-09 18:00,95D8A8CB3230ECC7
413001810,39557205,122915764,1,BTAZ,51100,170,1642395735,1642440210,0,0,52,60,350,1,4200,"ZHUANGHE,CN",100,YING GANG 20,29360,0,5,营港20,0,0,09-14 10:00,4306F1CA728B0176
413001830,40312898,122114417,1,BTBZ,51100,210,1643599534,1643624333,0,0,52,50,360,1,5000,"BAYUQUAN,CN",110,XIN BEI FANG SI HAO,3040,0,5,新北方4号,0,0,12-04 09:00,C316282F916106A7
413001842,40306631,122120546,99,189,51100,100,1376869500,1605991048,0,0,70,40,360,0,0,,70,,16010,-657,5,,0,3292,,86E2068C8E6E16DB
413001850,40268542,122105925,99,BSBR,51100,5110,1640655858,1640655810,0,0,37,630,10220,0,0,,1260,YINGYIN3,24330,0,15,,0,0,01-01 00:00,F15878C7A484616F
413010030,39011150,118337403,1,BTEQ,15400,300,1631177327,1643624665,0,0,55,30,470,1,25500,"CAOFEIDIAN,CN",80,HAIXUN0461,0,0,0,海巡0461,0,0,12-01 17:48,18B73382765F12FE
413010040,39250532,119025202,99,BPFP,51100,140,1643608405,1643624164,0,0,91,30,330,1,1700,"JTG      ""BBBBBBBB",60,HAIXUN04501,19230,0,5,海巡04501,0,51,08-26 15:00,646C8453FB12E305
413010050,38911200,118457365,1,BTCE,5000,440,1635905765,1643542834,0,0,55,50,640,1,3000,"CAOFEIDIAN,CN",100,HAIXUN0492,10300,0,0,海巡0492,0,51,09-22 15:00,5FEEFC76D22B3C8F
413015150,38933449,117756746,1,BBBB,48000,40,1632899393,1643511679,0,0,0,20,120,1,0,,40,HAIXUN02011,1400,0,0,海巡02011,0,463,01-01 00:00,35A3621E18FB7A2F
413015160,38951702,117772982,99,189,48000,40,1632901245,1632986904,0,0,0,20,120,1,0,,40,HAIXUN02012,5780,0,0,海巡02012,0,5813,01-01 00:00,5E04F0CA1B29BEBB
413016620,39009719,117781923,99,NULL,51100,150,1642173916,1643624638,0,0,33,30,550,1,0,,140,FANG BO 112,25340,0,0,方驳112,0,0,01-01 00:00,D6619164110C6A81
413017986,-41444120,23876630,99,189,14600,100,1435788506,1630557621,0,0,70,40,360,0,0,,70,,3040,0,10,,0,7357,,032C3069D2BDF4FC
413018010,39023577,117838412,1,BFFM,20200,200,1643414547,1643624452,0,0,52,70,390,1,4500,"TIANJIN,CN",100,JINGANGXIAOTUO 20,3240,0,5,津港消拖20,0,0,01-29 08:30,84F0A1AC5B4BDEE4
413018020,39030070,117767856,99,0,2100,70,1642990391,1643624682,0,0,50,20,170,1,1500,"TIANJIN,CN",50,JINGANGYINHANG 1,11380,0,5,津港引航1,0,0,01-24 10:16,836FC539B3A0C062
413018030,38943177,117757642,1,02308,18700,190,1643511357,1643624841,0,0,52,50,350,1,4500,"TIANJIN,CN",110,JINGANGLUN 21,2370,0,5,津港轮21,0,0,01-31 08:35,86107DC99942C3D7
413018040,39018013,117832630,1,BFAG4,20900,200,1643584947,1643624909,0,0,52,50,350,1,3000,"TIANJIN,CN",110,JINGANGLUN 22,8900,0,5,津港轮22,0,0,01-31 08:00,307E24AF081C8A0D
413018050,38936366,117715288,1,BTLJ,3500,170,1643462930,1643625021,0,0,80,60,940,1,4400,"TIANJIN,CN",140,JIN YOU 3,29990,0,5,津油3,0,0,01-28 01:30,E112455357594084
413018060,38956628,117694261,99,0,10900,70,1643558108,1643624894,0,0,50,20,170,1,1500,TJANJIN             ,50,JINGANGYINHANG 3,26300,0,5,津港引航3,0,0,01-31 07:30,ED7FFC21E76E591C
413018070,39033093,117720223,99,0,4200,70,1643511619,1643624423,0,0,50,20,170,1,1500,"TIANJIN,CN",50,JINGANGYINHANG 2,12400,0,5,津港引航2,0,0,01-30 13:45,9CA2FA2EEF2350AF
413018223,38926946,118444041,99,,17200,0,0,1615100437,,0,0,0,0,0,0,,0,,35800,0,0,,0,27163,,97EF4E1671C0A5B5
413021170,39198070,119213227,1,BSHU,26100,470,1643529827,1643624162,9610913,0,52,80,590,1,4600,"QHD326   ""BBBBBBBB",140,DE GAN,1500,0,1,德淦,0,51,01-30 17:30,9F54D148B14FB6DE
413155189,39186620,118968681,99,,30200,30,1619588527,1642052927,0,0,54,20,140,0,0,,40,YOUJIAO68,30250,0,15,,0,0,,3C6D8E8BE351448D
413467610,39929415,120781065,1,BYFM,31500,400,1643475876,1643592519,0,0,52,60,600,1,4200,SZ36-1,120,SHEN KE 96,30900,0,1,深科96,0,5350,01-30 14:00,18FDB7EFA6DEF9E4
413202150,40236813,122045520,1,BTBU2,51100,200,1626078710,1643624559,0,0,52,50,350,1,5300,,110,XIN BEI FANG YI HAO,26490,0,0,新北方1号,0,0,04-22 14:18,E4D6740F3A211EF0
413202160,40309437,122118242,1,BTBV2,51100,160,1643610226,1643625060,0,0,52,60,350,1,5200,"BAYUQUAN,CN",110,XIN BEI FANG ER HAO,1120,0,5,新北方2号,0,0,07-25 09:51,F2F8D1FFA7234C56
357249000,27636655,121714691,2,3EMJ,20800,310,1643462365,1643623889,9743320,0,70,90,1890,0,10900,"SINGAPORE,SG",320,ZHONG HUA MEN,21000,0,0,,0,6585,02-06 10:00,4FF394D585630E78
413202976,24064860,118534598,99,,22800,0,0,1621060067,,0,0,0,0,0,0,,0,,22660,0,0,,0,5968,,827DA9E49421129D
413203190,39256205,119038440,1,BSBQ,51100,150,1643428450,1643624579,0,0,52,30,350,1,4200,"JING TANG,CN",100,HU GANG 4,27000,0,5,葫港4,0,0,12-03 07:00,1A5987BE147D2231
413203880,40284741,122038228,1,BAKE,33500,130,1643595287,1643624619,0,0,80,50,530,1,2800,BAYUQ,90,LONG YU DA,33520,0,0,龙誉达,0,51,12-29 06:08,DECE4EFB32BA6BCF
413208360,39003527,117772918,1,,51100,100,1642170152,1643625012,0,0,80,50,520,1,3400,IANJIN,90,YI HANG YOU 9,20480,0,5,一航油9,0,0,07-10 09:00,E7B1415EDDF90E2A
413210120,38930230,117707278,99,C3,0,100,1643297988,1643624531,0,0,82,40,530,1,13800,B,90,HONG RUN 5,0,0,5,鸿润5,0,0,12-13 12:34,5562946B6C90BF67
413210170,38946146,117998899,2,BRHF,31200,120,1643559588,1643624719,9662693,0,80,50,780,1,4200,"TIANJIN,CN",150,TUO WEI YOU 3,3300,0,0,拓威油3,0,51,01-31 21:00,E8B45919487E42D5
413210564,19773883,108824896,99,,27200,0,0,1637975940,,0,0,0,0,0,0,,0,,27200,0,15,,0,6173,,C221D4703AC5D402
413210570,38995266,118491461,1,BOAH6,1100,140,1643501427,1643624695,0,0,52,60,290,1,4000,"CAOFEIDIAN,CN",120,CAO GANG 27,26870,0,5,曹港27,0,0,01-29 12:00,EFB1457BD263A0B6
413210580,38933734,118429794,1,BOAH5,7400,140,1643570517,1643624224,0,0,52,60,290,1,4100,"CAOFEIDIAN,CN",120,CAO GANG28,5230,0,5,曹港28,0,0,02-16 12:00,D88DB44650F0D6F4
413210620,39018356,117832263,1,BRHO,20500,220,1643624710,1643624896,0,0,31,50,400,1,3500,"TIANJIN,CN",110,JIN GANG LUN 32,28040,0,5,津港轮32,0,0,01-29 09:00,41D819455143EE15
413210630,38941756,117756070,1,BRHP,21700,230,1643560976,1643624627,0,0,31,50,400,1,3800,PIANJIN             ,110,JIN GANG LUN 31,20570,0,5,津港轮31,0,51,01-31 09:00,E0EB91DAD7E600EE
413210730,36872221,122577671,1,BQRM,26200,1150,1643544657,1643624536,0,0,70,200,1400,1,6400,"FUZHOU,CN",200,XIN JIN RUI,25030,0,1,新锦瑞,0,0,02-03 09:00,6C84B8B0A23E1EDA
413211770,39024778,117761058,1,BOFL6,33700,140,1643387600,1643624786,0,0,80,50,440,0,3000,"TIANJIN,CN",80,XIN XIANG 16,33780,0,8,,0,0,09-24 17:00,7A3DB70BDA978665
413211930,39015732,117830436,99,BRIY,20300,250,1643590615,1643625006,0,0,52,30,350,1,4200,"TIANJIN,CN",110,JIN GANG LUN 34,27500,0,5,津港轮34,0,51,01-31 08:30,85DBE4FCC940C0C4
413211940,38942891,117757451,1,BRIZ,20500,250,1643560986,1643624817,0,0,52,30,350,1,4000,"TIANJIN,CN",110,JIN GANG LUN 33,26150,0,5,津港轮33,0,0,01-29 07:00,EBFDE3634B61AE53
636019165,38948308,117714723,2,D5JD6,1500,300,1643120735,1643624952,9487653,0,70,120,1900,0,6600,"TIANJIN,CN",320,RHINE CONFIDANTE,27500,0,5,,0,0,01-04 08:00,C956FF869803B53B
413213210,38919196,117683262,1,YR0,18400,100,1642651578,1643624323,0,0,80,40,500,0,3400,"CAOFEIDIAN,CN",90,KUN YANG 9,18450,0,0,,0,0,01-19 20:00,27C180E692302881
413214112,38939464,117697044,99,,2500,0,0,1615099124,,0,0,0,0,0,0,,0,,26860,0,0,,0,257,,2229C6712123889A
2636208,40273431,122104681,99,,35800,0,0,1642068158,,0,0,0,0,0,0,,0,,2780,0,5,,0,0,,5F926C2F49A7B9AD
413279040,40268414,122038425,2,BOPK2,33200,280,1643603723,1643624970,9632856,0,70,110,2290,0,6500,"BAYUQUAN,CN",320,XIN QI MENG,33230,0,5,,0,0,01-29 23:00,C845F1AF0359EB5E
413217060,38943473,117681168,99,0,2900,150,1643615139,1643624921,0,0,80,50,550,1,3400,"TIANJIN,CN",90,GANGXINGGONG7,2970,0,0,港兴供7,0,51,01-27 23:00,A294D46210FB6DCB
413217630,38952547,117690714,1,BOBH4,51100,120,1643261409,1643624719,0,0,2,30,550,1,3500,"TIANJIN,CN",90,NENG DA ZHOU YOU 1,3610,0,5,能大州油1,0,0,01-27 17:00,6A7F4F9BCA134A39
413220118,38937529,117697129,1,BKUA4,51100,120,1643534571,1643546381,0,0,53,30,420,1,5300,"HUANGHUA,CN",60,JIN YU GONG 01001,26610,0,0,津渔供01001,0,926,02-27 21:00,5E85C88902C4006C
413220180,29953093,122108740,2,BOCO3,20400,200,1628148497,1628314279,9645839,0,70,80,1080,1,14200,B,180,XIN SHENG HE,14300,0,5,新盛和,0,0,07-19 03:33,850551E0B366B8DC
413374480,37714972,122161455,1,BIRU,10300,250,1643546146,1643624321,0,0,70,100,1470,1,8400,"CHANGJIANGKOU,CN",210,XING BO FENG,10350,0,0,兴博丰,0,4836,02-02 19:00,841A60D96D03A7E7
413221750,39011782,117780909,99,,51100,40,1642565977,1643619210,0,0,54,20,220,0,11100,"TIANJIN,CN",50,YI HANG QING WU 6,0,0,5,,0,103,11-16 18:30,F8EA72E5EE15430E
413836000,39149259,118571199,1,BOBI2,2500,300,1643170700,1643624729,0,0,70,110,1340,1,4500,"CAOFEIDIAN,CN",220,DEQIN76,4900,0,5,德勤76,0,0,01-27 14:00,B205C819E61A3F99
413223660,37301563,122804313,1,0000,18000,190,1643575255,1643625055,0,0,70,80,1160,1,6300,LIAN0YUNGANG,170,RONG LIAN 8,17840,0,0,荣莲8,0,4167,02-01 18:00,1D1043E09A09A6DC
413224740,38375977,117871039,99,,51100,0,1643442098,1643530165,0,0,50,0,0,0,0,"HUANGHUA,CN",0,HUANGHUAYIN1,15890,0,0,,0,617,12-17 09:46,8051930A317940B2
413226689,38300490,117874742,99,,23400,40,1628474128,1641695763,0,0,54,20,220,0,0,,40,YI HANG QING WU 6,23490,0,0,,0,4064,,260BC7ADE4992112
